uniqueid,neg,neu,pos,compound,Sentiment,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Cleaned Text
279,0.072,0.641,0.288,0.8565,Positive,B001D07IPG,ABHXONN9HSUZI,AmandaEve011,0,0,5,1315353600,Amazing!,Best flavor ever!  I'm addicted!  They are all good but these are by far the best.  I could live on these!  And there is no need for anymore to say....,best flavor ever im addicted good far best could live need anymore say
280,0.066,0.859,0.075,0.1666,Positive,B001D07IPG,A3OM7Q1IVAGLUW,Pertigal,0,0,5,1275436800,Very tasty chips!,"So many ""healthy"" products don't taste very good.  Or taste good when you first try them and then go downhill.  I've had these chips on more than one occasion and they are very tasty.  I've served them to guests twice and both times they wanted to know what they were and where to get them. It's also nice to have something gluten-free for friends who are borderline diabetic...but I would eat them anyway.",many healthy products dont taste good taste good first try go downhill ive chips one occasion tasty ive served guests twice times wanted know get also nice something glutenfree friends borderline diabeticbut would eat anyway
281,0.049,0.823,0.127,0.6438,Positive,B001D07IPG,A3BUE5AHX4M0FS,"P. Clermont ""learning God's word""",0,0,5,1272326400,YUMMY,"I found these crisps at our local WalMart & figured I would give them a try. They were so yummy I may never go back to regular chips, not that I was a big chip fan anyway. The only problem is I can eat the entire bag in one sitting. I give these crisps a big thumbs up!",found crisps local walmart figured would give try yummy may never go back regular chips big chip fan anyway problem eat entire bag one sitting give crisps big thumbs
282,0.0,0.754,0.246,0.8016,Positive,B001D07IPG,AQX8FF2YCO3J7,"Little D, Nigel, and Oliver's mom",0,0,5,1247529600,Excellent Taste,This is one of the best tasting crisps I have ever eaten! I only buy it on special occassions because I know I'll eat the whole bag.,one best tasting crisps ever eaten buy special occassions know ill eat whole bag
283,0.028,0.934,0.038,0.1779,Positive,B001D07IPG,A27UE9HJRZ22YI,"Louie's Mom ""Compulsive Reader""",0,1,1,1280880000,Over priced chips and lack rice taste,"I paid $1.79 for a 2 ounce pkg of these at lunch today. I bought them because brown rice is a ""good"" carb.  As soon as I tasted one and it tasted like a corn chip I checked the ingredients.  The name is deceptive - these have ""Masa corn flour"" listed in the ingredients and it overwhelms the taste.  I won't buy these again - I can get Sunchips for less money and similar taste.",paid 179 2 ounce pkg lunch today bought brown rice good carb soon tasted one tasted like corn chip checked ingredients name deceptive masa corn flour listed ingredients overwhelms taste wont buy get sunchips less money similar taste
284,0.032,0.792,0.176,0.9852,Positive,B000H13270,A3MBRJ5X24GXM9,sadhaka,3,4,5,1283817600,Rotel saves me on a daily basis,"I use the Rotel Mild and I LOVE this product so much--it saves me on a daily basis.  If you're trying to cook lower fat, healthier foods and in a HURRY, this stuff makes it so much easier.  Ever notice that some canned tomatos have a weird ""tin can"" taste when you make spagehetti sauce or whatever?  For some reason this product doesn't have that.  It tastes so good you can just dump it in with a can of beans, heat and eat.<br /><br />or add some chili powder and now you have chili soup.  I also make indian dishes with this, and spicey spaghetti sauce.  I also prefer this to most canned salsas, so it works for things like quesadillas if you drain the liquid off.<br /><br />None of my local grocery stores carry it at all, nor do they carry anything like it.  So I have to pay Amazon's inflated price to order this by the case.  I don't like that I'm paying a higher price, but I LOVE LOVE LOVE the product.",use rotel mild love product muchit saves daily basis youre trying cook lower fat healthier foods hurry stuff makes much easier ever notice canned tomatos weird tin taste make spagehetti sauce whatever reason product doesnt tastes good dump beans heat eatbr br add chili powder chili soup also make indian dishes spicey spaghetti sauce also prefer canned salsas works things like quesadillas drain liquid offbr br none local grocery stores carry carry anything like pay amazons inflated price order case dont like im paying higher price love love love product
285,0.0,0.864,0.136,0.5255,Positive,B000H13270,A3J6I70Z9Q0HRX,Lindey H. Magee,1,3,5,1261785600,"it's fabulous, but *not* from amazon!",the price on this product certainly raises my attention on compairing amazon price with the local stores. i can get a can of this rotel at my local kroger for $1. dissapointing!,price product certainly raises attention compairing amazon price local stores get rotel local kroger 1 dissapointing
286,0.0,0.898,0.102,0.7917,Positive,B000H13270,A1YLOZQKBX3J1S,"R. Lee Dailey ""Lee_Dailey""",1,4,3,1221177600,too expensive,"howdy y'all,<br /><br />the actual product is VERY good - i'd rate the item a 4 on it's own. however, it's only ONE dollar at the local grocery and - @ twenty eight+ dollars per twelve pack - these are running almost two and a half dollars each.<br /><br />as i said, TOO EXPENSIVE. [*sigh ...*] i was really hoping to get them at something approaching the local cost.<br /><br />take care,<br />lee",howdy yallbr br actual product good id rate item 4 however one dollar local grocery twenty eight dollars per twelve pack running almost two half dollars eachbr br said expensive sigh really hoping get something approaching local costbr br take carebr lee
287,0.0,0.857,0.143,0.919,Positive,B000H13270,AVQIRN6E7J7UA,imdebra,0,4,3,1280534400,Not mild enough for me lol,"Nothing wrong with the product, but I sure had to mix it with *lots* of other ingredients to make it edible to me. (In Texas I was called a ""baby-mouth"" - not into very spicy-hot foods.)<br /><br />For comparison, I'm comfortable with Tostitos medium chunky salsa. 1 can of this milder Rotel, mixed with 2 slightly larger cans of diced tomatoes, was still way too hot for me to use as salsa for chips. I used some of this to make a sort of southwestern cornbread that was good though.",nothing wrong product sure mix lots ingredients make edible texas called babymouth spicyhot foodsbr br comparison im comfortable tostitos medium chunky salsa 1 milder rotel mixed 2 slightly larger cans diced tomatoes still way hot use salsa chips used make sort southwestern cornbread good though
288,0.035,0.801,0.163,0.9676,Positive,B001UJEN6C,A1XM65S80UQ2MD,Joseph Kagan,13,13,5,1276214400,Great Natural Energy,"This is a fantastic product, and I wish it was readily available in most stores. It's taste is not the greatest, but it's a 2.5 oz. shot, and it's gone in a second. It tastes, more or less, like a concentrated sweet tea. For the record, I've had 5 hour energy, and that tastes FAR worse. I will put up the taste for the results. It's got 150mg of caffeine, which is the equivalent of the big red bulls and monsters. I can't stand sucralose and sugar substitutes, and this is one of the only shot sized energy drinks that has only sugar in it. The sugar is at 9g, which isn't horrible. I used to drink 4 16oz. Red Bulls a day for the caffeine, and this gives me far better energy, and is much more subtle. My preference is black coffee, but I can't drink 8-12 cups a day anymore. Overall, Steaz does it right; real organic ingredients in moderate amounts, and they create big results.",fantastic product wish readily available stores taste greatest 25 oz shot gone second tastes less like concentrated sweet tea record ive 5 hour energy tastes far worse put taste results got 150mg caffeine equivalent big red bulls monsters cant stand sucralose sugar substitutes one shot sized energy drinks sugar sugar 9g isnt horrible used drink 4 16oz red bulls day caffeine gives far better energy much subtle preference black coffee cant drink 812 cups day anymore overall steaz right real organic ingredients moderate amounts create big results
289,0.054,0.745,0.2,0.9557,Positive,B001UJEN6C,AFUMZHRZJG0H0,Wonder Woman 89,6,6,5,1280188800,I like this stuff,"I have to get up really early to work out before work and I get super tired by the middle of the afternoon. I was drinking one 5 hour energy, usually extra strength, each day. It worked well, but gave me a jittery feeling, almost headachy but not quite. My husband got me to try this and I was skeptical, but for me it works as well if not better than the 5 hour energy and doesn't give me that jittery almost-headache feeling.<br /><br />I don't mind the taste--it reminds me of the inside of a fig newton (mmm). And the price is ok, on Amazon anyway. At my grocery store they were almost $3 each, yike!<br /><br />And it's organic--so I can feel good about it, right? It's all about me feeling good!",get really early work work get super tired middle afternoon drinking one 5 hour energy usually extra strength day worked well gave jittery feeling almost headachy quite husband got try skeptical works well better 5 hour energy doesnt give jittery almostheadache feelingbr br dont mind tasteit reminds inside fig newton mmm price ok amazon anyway grocery store almost 3 yikebr br organicso feel good right feeling good
290,0.039,0.697,0.264,0.8439,Positive,B001UJEN6C,AIW47KAXVTR0X,"C. Williams ""will5927""",7,8,5,1268092800,Great Energy,I bought these for my husband and he said they are the best energy shots out there. He takes one in the mornings and works hard all day. Good stuff!,bought husband said best energy shots takes one mornings works hard day good stuff
291,0.104,0.705,0.191,0.6257,Positive,B001UJEN6C,A1R2P21ZYNJCFJ,"Mare Laden ""Mare""",6,7,3,1258675200,Not sure,"I am a energy junkie and I'm not sure if this works or not, but what I do know is that the taste is not the greatest. I do drink the steaz energy drink and I think I get the same results. I like this products because it is  more natural then the others.",energy junkie im sure works know taste greatest drink steaz energy drink think get results like products natural others
292,0.052,0.745,0.203,0.9434,Positive,B001UJEN6C,A37AO20OXS51QA,"Roderic Rinehart ""Roderic""",3,3,5,1311292800,"The best energy shot out there, smooth and organic!","If you want an organic energy shot, your choices are this one from Steaz and the assorted flavors from Guayaki. Guayaki Yerba Mate is actually in the Steaz energy shot and energy drinks, and they both use Sambazon Acai, so there are some similarities in ingredients.<br /><br />Great energy burst for 4+ hours on a Steaz Energy Shot, and no withdrawals or headaches afterwards. Plan on drinking one every day at lunch at work. This will help me cut down on my iced coffees, which are not helping my calorie intake.<br /><br />Already ordering 12-packs on subscribe and save, 2 per month. Great value.",want organic energy shot choices one steaz assorted flavors guayaki guayaki yerba mate actually steaz energy shot energy drinks use sambazon acai similarities ingredientsbr br great energy burst 4 hours steaz energy shot withdrawals headaches afterwards plan drinking one every day lunch work help cut iced coffees helping calorie intakebr br already ordering 12packs subscribe save 2 per month great value
293,0.09,0.705,0.205,0.8636,Positive,B001UJEN6C,A3R6W1FEYDNT8V,R. Lewis,3,3,5,1299024000,"Fantastic, natural energy","I was looking for a natural energy shot that works, and I found it. Steaz energy shot is my favorite!<br /><br />I recently had gastric bypass surgery, so tons of sugar is a no-no. And I'm also allergic to Sucralose (Splenda) so most other energy drinks are out.<br /><br />I tried Bazi energy shots and they didn't work as well as Steaz, and definitely didn't taste as well. These have a taste that's almost like Coca-Cola--not bad at all.<br /><br />If you're looking for natural energy, give these a try.",looking natural energy shot works found steaz energy shot favoritebr br recently gastric bypass surgery tons sugar nono im also allergic sucralose splenda energy drinks outbr br tried bazi energy shots didnt work well steaz definitely didnt taste well taste thats almost like cocacolanot bad allbr br youre looking natural energy give try
294,0.034,0.757,0.209,0.9823,Positive,B001UJEN6C,A2VBZOK3SVSDWA,Jennifer Gray,3,3,5,1294790400,Way better than Guayaki!,"I had tried both of the Guayaki energy shots and I don't like the taste of either of them! This one has more natural caffeine and tastes much better. I like them cold for sure. My husband and I take these on road trips in a little cooler with ice and waters and we don't have to make stops for coffee! Especially on the turnpikes where it's just way too expensive. It's worth the $[...] per shot. We normally split them. I'm really sensitive to caffeine, even the natural kind so I get a little weird if I drink the whole thing but that's the same for coffee too for me. My husband drinks the whole shot and gets a nice wake up boost. I would recommend these over any of the sinthetic shots out there. You can feel good about putting this in your body! I'll be ordering again soon for sure =)",tried guayaki energy shots dont like taste either one natural caffeine tastes much better like cold sure husband take road trips little cooler ice waters dont make stops coffee especially turnpikes way expensive worth per shot normally split im really sensitive caffeine even natural kind get little weird drink whole thing thats coffee husband drinks whole shot gets nice wake boost would recommend sinthetic shots feel good putting body ill ordering soon sure
295,0.0,0.887,0.113,0.4939,Positive,B001UJEN6C,AREOHWLWVX0A8,John Erikson,5,6,3,1259971200,Doesn't taste that good but provides you the energy,"I purchased it because it was on sale. In terms of the energy it provides, it works, but the taste leaves something to be desired. I tried mixing it with some water to make it more drinkable.",purchased sale terms energy provides works taste leaves something desired tried mixing water make drinkable
296,0.12,0.781,0.099,-0.7095,Negative,B001UJEN6C,ADWJAJZTHNYN6,D. J. Lawhead,2,2,5,1322697600,Rocket in a Bottle,"I've been feeling extremely tired around the late afternoon. As a software engineer, this is entirely unacceptable! So, I asked the nice lady at the counter of my local Whole Foods Market, for something that will give me that extra energy I need to get through the day.<br /><br />She excitedly returned with a suspicious little green bottle. Over three hours after drinking whatever that was, my brain is still working at unnatural speeds. To summarize my experiences: I believe this works.<br /><br />She did explain that I needed to drink plenty of water with it, which I personally feel helped the energy level. So if you're feeling tired during the day and hate coffee, give this a shot - preferably before you eat anything.<br /><br />Woot!",ive feeling extremely tired around late afternoon software engineer entirely unacceptable asked nice lady counter local whole foods market something give extra energy need get daybr br excitedly returned suspicious little green bottle three hours drinking whatever brain still working unnatural speeds summarize experiences believe worksbr br explain needed drink plenty water personally feel helped energy level youre feeling tired day hate coffee give shot preferably eat anythingbr br woot
297,0.025,0.737,0.239,0.9566,Positive,B001UJEN6C,A3UD9G34YLWVXE,Thezwomann,2,2,4,1322265600,This stuff works!!!,"The energy shot truly does work! It had a terrible after-taste at first, but now that I know what to expect, I am getting used to it. I always have some water handy as a chaser...which helps! I am so glad to have found something that gives me the energy I need without all the chemicals found in other beverages. It's helped me kick my addiction to Diet Coke and other aspartame-laced caffeinated beverages. Yay!!!",energy shot truly work terrible aftertaste first know expect getting used always water handy chaserwhich helps glad found something gives energy need without chemicals found beverages helped kick addiction diet coke aspartamelaced caffeinated beverages yay
298,0.0,0.811,0.189,0.8781,Positive,B001UJEN6C,A2Y4IWY1ZXLXH8,mase310,1,1,5,1335139200,Favorite energy shot and all natural too!,"I've tried 5-hour energy, red rain, NOS, and other energy shots.  This is my favorite in terms of taste and effect.  Plus, it's somewhat reassuring to know that natural ingredients are used.  Sometimes I wonder what I'm really putting into my body with some of the other brands.  I purchase a box about once every 2 months for the past 2 years.",ive tried 5hour energy red rain nos energy shots favorite terms taste effect plus somewhat reassuring know natural ingredients used sometimes wonder im really putting body brands purchase box every 2 months past 2 years
299,0.0,0.681,0.319,0.8934,Positive,B001UJEN6C,AHAX3RWULQD6T,Kevin D. Schoeninger,1,1,5,1334793600,natural energy boost,"If you're looking for an energy boost without artificial sweeteners and other chemicals, this is a great option.  The taste is decent and it is a nice smooth uplift without jitters.",youre looking energy boost without artificial sweeteners chemicals great option taste decent nice smooth uplift without jitters
300,0.078,0.735,0.187,0.9637,Positive,B001UJEN6C,A2LFHPZFG1OHBZ,Joanna Capello-Paul,2,3,5,1320451200,Best energy shot I have ever tasted!,"I first found Steaz Berry Energy Shots at a local organic market. I bought two bottles, which cost just under three dollars each. I fell in love instantly. The drink is delicious -- I can taste the yerba mate and the acai juice, like a slightly bitter fruity chocolate honey tea. I am very sensitive to sucralose (Splenda) which is in so many energy drinks these days; I also hate the taste. I love that Steaz has actual sugar and no artificial sweeteners. The rush it gives me is slow and even. I have several medical conditions, including fibromyalgia, which saps me of energy and causes intense pain. I like how Steaz helps clear away the fatigue and fog so I can get things done. No caffeine jitters, even though there are 150 mg of caffeine in each bottle.<br />It was becoming expensive for me to buy the bottles separately at stores, so I started looking online for a bulk price. I am so thrilled to have found the Pack Of 12 on Amazon. I signed up for Amazon Prime specifically for this product, hah!",first found steaz berry energy shots local organic market bought two bottles cost three dollars fell love instantly drink delicious taste yerba mate acai juice like slightly bitter fruity chocolate honey tea sensitive sucralose splenda many energy drinks days also hate taste love steaz actual sugar artificial sweeteners rush gives slow even several medical conditions including fibromyalgia saps energy causes intense pain like steaz helps clear away fatigue fog get things done caffeine jitters even though 150 mg caffeine bottlebr becoming expensive buy bottles separately stores started looking online bulk price thrilled found pack 12 amazon signed amazon prime specifically product hah
301,0.0,0.632,0.368,0.9661,Positive,B001UJEN6C,A297HRGWRID7I6,Mariza R Barnes,0,0,5,1347321600,The Best,"I have tried other energy shots and this one is the only one that really makes me feel good and energized without any other sides effects at all, its also the best taste, others taste like medicine, this one has a tea fresh taste. I love it.",tried energy shots one one really makes feel good energized without sides effects also best taste others taste like medicine one tea fresh taste love
302,0.148,0.625,0.227,0.5849,Positive,B001UJEN6C,AMYAHFQZI19LS,longlivedave,0,0,5,1345680000,Tested by a trucker,I drive OTR...Over the Road truck and this helps to keep me alert. It has no sugar high & no crash. I'm on a autoship which i like. The price is very good. I've seen it over 2 bucks in the store.,drive otrover road truck helps keep alert sugar high crash im autoship like price good ive seen 2 bucks store
303,0.014,0.705,0.281,0.9763,Positive,B001UJEN6C,A28VTF9FQ42SBV,jeremygiesel,0,0,5,1344729600,Good Stuff,"Products takes pretty good, and it doesn't leave you gittery.  With subscibe and save as well as Prime membership I pay below $ 2 a shot.  My wife tried them and now she drinks them like they are going out of style.  I moderate mine and they make for more effective use before weight training.  I recommend this product to anyone who is looking for a healthier alternative to high sugar and unnatural products that are everywhere that still gives you the results of an AWESOME Energy Drink.",products takes pretty good doesnt leave gittery subscibe save well prime membership pay 2 shot wife tried drinks like going style moderate mine make effective use weight training recommend product anyone looking healthier alternative high sugar unnatural products everywhere still gives results awesome energy drink
304,0.076,0.791,0.133,0.25,Positive,B001UJEN6C,A2H03V8PAZDU9J,LMPGAP,0,0,5,1339200000,Great energy drink without artificial ingredients,"I use this product daily, and it provides a steady stream of energy.  I do not get jittery or crash.  It also helps me practice portion control because it acts as a slight appetite suppressant.",use product daily provides steady stream energy get jittery crash also helps practice portion control acts slight appetite suppressant
305,0.058,0.778,0.165,0.5734,Positive,B001UJEN6C,AUXHG88OYWCGM,Nicholas Wagner,0,0,5,1333411200,"Flavor getting better, energy is great","I've been buying and drinking this for over a year now, and the energy boost is excellent, with a continuous, ~6-hour effect. The most recent shipments seem to have improved the flavor slightly as well, or perhaps I'm getting more used to it. I don't drink it for the flavor, but it's not as heinous as the fake flavors found in the other, non-organic energy shots.",ive buying drinking year energy boost excellent continuous 6hour effect recent shipments seem improved flavor slightly well perhaps im getting used dont drink flavor heinous fake flavors found nonorganic energy shots
306,0.15,0.773,0.077,-0.9037,Negative,B001UJEN6C,ATN552TF5V40Z,Lh,1,5,1,1326758400,So awful I can barely describe,"This is the first time I've really been misled by other reviews on amazon. I like 5-hr Energy, I find Rain ok and so I thought I'd try this product based on the reviews. Boy am I sorry! I gagged getting one bottle down even with my nose pinched (really). And it leaves the worst medicinal taste in your mouth afterwards. 8 tic tacs at once did not get rid of it! But worst of all, within an hour I was yawning and drowsy. Unless you really like things that taste of a weird tea-flavored cough syrup and don't work, don't buy this! I don't know what to do with the other 11 bottles. big fail",first time ive really misled reviews amazon like 5hr energy find rain ok thought id try product based reviews boy sorry gagged getting one bottle even nose pinched really leaves worst medicinal taste mouth afterwards 8 tic tacs get rid worst within hour yawning drowsy unless really like things taste weird teaflavored cough syrup dont work dont buy dont know 11 bottles big fail
307,0.097,0.781,0.122,0.4733,Positive,B003EMU7EU,A3DSWITPB6NBT5,benvenutofam,0,0,4,1287619200,could use only once,"I loved this mold!  I wished I could have used it for more than one occasion, but it didn't last.  I did use it to make 30+ suckers for my daughter's first birthday. But there was going to be no way that the mold could be salvaged after that.  I would have liked to have kept to use on other occasions, but for the price it didn't matter to me that much.  It served it's main purpose :)",loved mold wished could used one occasion didnt last use make 30 suckers daughters first birthday going way mold could salvaged would liked kept use occasions price didnt matter much served main purpose
308,0.0,0.649,0.351,0.894,Positive,B0064KOUNI,A215QEI3FPLVXU,"Carol L. Chmiel ""Carol Chmiel""",0,0,5,1349136000,VANILLA TOOTSIE ROLLS,"You HAVE to try the VANILLA Tootsie Rolls!  The regular chocolate ones are good, but THESE are the BEST EVER!!",try vanilla tootsie rolls regular chocolate ones good best ever
309,0.0,0.796,0.204,0.9695,Positive,B003YDP5PA,AAZ084UMH8VZ2,"D. L. Brown ""A Knower Of Good Things""",3,3,5,1299196800,One of my Favoritte foods,"Try this you might like it. I did and I am quite addicted, it is too easy to prepare, it tastes great and it absorbs the flavors you cook it with. The price is really good and well worth the purchase. If you like this type of Couscous like I do, then give this one a try.It can be eaten hot, room temp or in a cold salad with a variety of greens and other flavors, it takes on the other flavors very well when mixed. I cooked the Couscous with a broth and oilive oil for added flavor and it rocked my taste buds big time. I will be back for more.",try might like quite addicted easy prepare tastes great absorbs flavors cook price really good well worth purchase like type couscous like give one tryit eaten hot room temp cold salad variety greens flavors takes flavors well mixed cooked couscous broth oilive oil added flavor rocked taste buds big time back
310,0.0,0.774,0.226,0.9287,Positive,B003YDP5PA,AFLLCB3F28N6A,FL-Gal,2,2,5,1320451200,Fantastic!,"This tri-color couscous is really good...full of flavor and fun to eat.  I love the texture.  I cook in chicken broth and add some minced garlic and chopped herbs (parsley, cilantro,) along with some red pepper flakes.  At the end of cooking, I add some olive oil and this makes a wonderful side dish...Highly recommend",tricolor couscous really goodfull flavor fun eat love texture cook chicken broth add minced garlic chopped herbs parsley cilantro along red pepper flakes end cooking add olive oil makes wonderful side dishhighly recommend
311,0.031,0.657,0.312,0.9644,Positive,B003YDP5PA,A3T8PIRVS2LX4P,MLadyJ,1,1,5,1305072000,WOW,"I tried to find israeli couscous in a number of upsacale grocery stores and no luck.  So I decided to try good ole Amazon.com and selected this product.  It is so good..add a few herbs and it's a great side dish, or add more and make a ""pasta type"" salad.so very good.  I am hooked.  Great flavor and so easy to prepare!",tried find israeli couscous number upsacale grocery stores luck decided try good ole amazoncom selected product goodadd herbs great side dish add make pasta type saladso good hooked great flavor easy prepare
312,0.087,0.913,0.0,-0.4939,Negative,B003YDP5PA,A18RVAXFLALN6E,"DF ""Dinky""",0,0,1,1343520000,Very Dissapointed,"The package came with the label torn off and no cooking instructions. I know how I normally cook Couscous so tried 3/4 cup water to 1 cup couscous-brought to a boil and let sit, covered for 5min. It was mushy and tasteless.We have thrown out the rest of the container.",package came label torn cooking instructions know normally cook couscous tried 34 cup water 1 cup couscousbrought boil let sit covered 5min mushy tastelesswe thrown rest container
313,0.0,1.0,0.0,0.0,Neutral,B002X9JNYU,AVPSSODZIDABZ,HELfromBL,1,3,1,1323388800,what quantity is it!,I wouldn't even think of buying this product unless I know the price per unit. How can I compare other items online or in a store?,wouldnt even think buying product unless know price per unit compare items online store
314,0.018,0.914,0.069,0.4971,Positive,B001EPQ0J0,A2RXRKRI8YSQWQ,Susan Toy,0,0,5,1341014400,Very Good Coffee,"I love ordering whole bean coffee on Amazon.  I like this so much that this my first product review.  I have to say that I'm usually not a big fan of flavored coffee, but I thought I would give it a try.  When my husband started grinding it up, I could smell it throughout the house.  Sometimes with flavored coffees, the smell is there but the taste isn't.  However, not with this one.  I'm now going to order another flavor from this company and will give it a try.",love ordering whole bean coffee amazon like much first product review say im usually big fan flavored coffee thought would give try husband started grinding could smell throughout house sometimes flavored coffees smell taste isnt however one im going order another flavor company give try
315,0.024,0.828,0.148,0.6897,Positive,B001EPQ0J0,A2KADAQBR8NG80,"Maggi ""Mags""",0,0,5,1290384000,Very Tasty,"I love this coffee. I do wish it came already ground as I don't have a grinder and use a blender instead. But it's worth it. Many flavored coffees I've tried only seem to have a flavored odor that doesn't reach the coffee, but this one manages both.",love coffee wish came already ground dont grinder use blender instead worth many flavored coffees ive tried seem flavored odor doesnt reach coffee one manages
316,0.06,0.772,0.168,0.9109,Positive,B001EPQ0J0,A2L3IECPFB956F,D. Alger,0,0,5,1268265600,Excellent coffee,"This brand of coffee has been available in my local stores for some time -- I've believe the company is local.  I've been drinking it for quite some time and have not tired of it.  I'm particularly fond of the Turtle Sundae but all the flavors are good.  I can't say that I've had a bad one.<br /><br />As it turns out, it's less expensive to order it from Amazon and have it show up at my front door than it is for me to run out to the local Walmart to get it.  It's a no brainer.  Try it, if you like rich, flavored coffee, you'll like it.",brand coffee available local stores time ive believe company local ive drinking quite time tired im particularly fond turtle sundae flavors good cant say ive bad onebr br turns less expensive order amazon show front door run local walmart get brainer try like rich flavored coffee youll like
317,0.0,0.823,0.177,0.5783,Positive,B000O9Y62A,A137DV4YVGWDCR,M. AIMINO,0,0,5,1332460800,Hot!,"It is hot! I love it, tasty and a little sweet. I usually scoff at salsas labeled as hot, but this one lives up to its billing.",hot love tasty little sweet usually scoff salsas labeled hot one lives billing
318,0.07,0.839,0.091,0.6785,Positive,B000O9Y62A,A89KN0ADLUNPW,Scott E. Packard,0,0,5,1250208000,Hot and delicious,"I consume about a jar every two weeks of this, either adding it to fajitas or using it as a corn chip dip.  It is hot, but after awhile the medium Salsa Suprema was too mild for me; I thought maybe I'd cut down how much I ate by going to the hot Salsa Ranchera.  It's hot enough that people who aren't used to it will say ""That's hot!"".<br /><br />Flavor: bright and forward.  The similarly hot Salsa Victoria is a duller taste to me, I guess earthy.  This salsa is much brighter in the mouth.  I don't like to go hotter than this because the sauces I've tried lose any resemblance to yummy salsa and just taste hot (this happens to me with Tabasco sauce, for example).<br /><br />A drawback is La Victoria doesn't make a larger bottle of Salsa Ranchera nor Salsa Victoria, nor do they sell them in [...] or Sam's Club.  To get a good deal you have to watch for sales.",consume jar every two weeks either adding fajitas using corn chip dip hot awhile medium salsa suprema mild thought maybe id cut much ate going hot salsa ranchera hot enough people arent used say thats hotbr br flavor bright forward similarly hot salsa victoria duller taste guess earthy salsa much brighter mouth dont like go hotter sauces ive tried lose resemblance yummy salsa taste hot happens tabasco sauce examplebr br drawback la victoria doesnt make larger bottle salsa ranchera salsa victoria sell sams club get good deal watch sales
319,0.0,0.904,0.096,0.3716,Positive,B00283TPYE,A1SH7OWQ98P6FI,Colleen Clark,0,0,5,1350691200,Swiss Chalet,"service was great, but I meant to buy Swiss Chalet chicken SAUCE not the Marinade :)<br /><br />Love the sauce - have yet to try the marinade",service great meant buy swiss chalet chicken sauce marinade br br love sauce yet try marinade
320,0.0,0.758,0.242,0.7717,Positive,B001FB69YY,AJM8UGFV16NS8,dewalt66,0,0,5,1316736000,Oyster Sauce,"Use frequently as we like to do Asian dishes at least once a week.  Love this product.  Fast shipping, as usual.  Would buy again.",use frequently like asian dishes least week love product fast shipping usual would buy
321,0.065,0.562,0.373,0.886,Positive,B004OYBN7C,AVD1K8KU6Z86U,Jeffrey M. Moisan,1,1,5,1305417600,ABSOLUTELY DELICIOUS!,"These individually wrapped pieces are delicious (although I wish there were a few more). Mildly sweet with no sugar-free aftertaste, even a traditional ""marzipan-aholic"" should enjoy these.",individually wrapped pieces delicious although wish mildly sweet sugarfree aftertaste even traditional marzipanaholic enjoy
322,0.0,1.0,0.0,0.0,Neutral,B000JEHAHS,AJ7Q49CTJ1BOC,24fan,4,4,5,1168473600,Great gag gift,Put this in my husbands stocking for Christmas and it was a hit.,put husbands stocking christmas hit
323,0.05,0.69,0.26,0.7712,Positive,B000JEHAHS,A2MMFEZ728S1MA,Deborah A. Young,0,1,3,1232409600,arrived FAST,"I was amazed at how quickly it arrived!  It is a cute stocking stuffer, but only OK as far as user appeal.  You get what you pay for.",amazed quickly arrived cute stocking stuffer ok far user appeal get pay
324,0.0,1.0,0.0,0.0,Neutral,B000JEHAHS,A1GUR2DMGWUIGL,"Annie ""Annie""",1,4,3,1200182400,Penguin Pooper,Toy was typical quality I expected.  I got taken for a major ride on the shipping!,toy typical quality expected got taken major ride shipping
325,0.213,0.514,0.274,0.3185,Positive,B000JEHAHS,A2CU16YU1KEOUY,"Hurricane Ridge ""Chris""",5,19,1,1168300800,Never Arrived,So we cancelled the order.  It was cancelled without any problem.  That is a positive note...,cancelled order cancelled without problem positive note
326,0.0,0.688,0.312,0.8979,Positive,B003VTN95K,A6Y49ZNS6NPN0,Ute H. Bischoff,0,0,5,1345334400,coffee-mate coffee creamer hazelnut,i love the convenience of the singles. The best creamer around.Taste is just like the big bottle. I can stick them in my purse and take them to work.,love convenience singles best creamer aroundtaste like big bottle stick purse take work
327,0.075,0.726,0.199,0.9373,Positive,B003VTN95K,A3G467T8H2U4F1,Breanna,0,0,5,1342137600,No broken creamers!,"These creamers come in 4 packs of 25. I have taken one to work and opened one for home so far, and haven't found a single broken or leaking creamer yet. I usually have way too much cream and sugar in my coffee, but with these it is easy for me to cut down on the sweetness because I won't allow myself more than 2 creamers per cup. I think this is definitely the best option for buying creamers from Amazon since all the other listings have a lot of complaints about creamers breaking in shipping!",creamers come 4 packs 25 taken one work opened one home far havent found single broken leaking creamer yet usually way much cream sugar coffee easy cut sweetness wont allow 2 creamers per cup think definitely best option buying creamers amazon since listings lot complaints creamers breaking shipping
328,0.064,0.594,0.342,0.9581,Positive,B003VTN95K,AKG4UJNVSHHAD,flowergirl,0,0,4,1340582400,Shipped great,"Even though we are International Delight fans we were not completely dissapointed by this product. We had no problem with the shipment, but the creamer itself is thinner than International Delight. Other than that we are happy :D",even though international delight fans completely dissapointed product problem shipment creamer thinner international delight happy
